ds,yhat
2017-01-26,265.03957264412503
2017-01-27,279.228656867586
2017-01-28,262.04537149874136
2017-01-29,270.1255855422187
2017-01-30,271.07268960248945
2017-02-02,253.86709940525023
2017-02-03,261.5078544803348
2017-02-04,237.78405917878305
2017-02-05,239.4815460784515
2017-02-06,234.3547963450576
2017-02-09,202.23376777380034
2017-02-10,206.44512096699899
2017-02-11,180.24978374010448
2017-02-13,175.0726920986955
2017-02-16,148.93722521899556
2017-02-17,157.43359495835693
2017-02-18,136.59295466602833
2017-02-19,143.2052761223453
2017-02-20,144.9857893466591
2017-02-21,174.82214719941783
2017-02-23,144.50887530729324
2017-02-24,162.36469109177727
2017-02-25,151.00060848896948
2017-02-26,167.02666211871804
2017-02-28,216.56652070301553
2017-03-02,201.8388853933812
2017-03-03,226.22934876645385
2017-03-04,220.3896517317076
2017-03-05,240.82625487152677
2017-03-06,254.99356655763663
2017-03-07,295.54668413408376
2017-03-08,283.80193220262925
2017-03-09,280.8967098948203
2017-03-10,303.41568560575575
2017-03-11,294.48362829797327
2017-03-12,310.67660552990384
2017-03-13,319.54065486542476
2017-03-14,353.8422239654369
2017-03-16,324.37181213429136
2017-03-17,338.61717989113555
2017-03-18,321.04692639251306
2017-03-19,328.4005813718566
2017-03-20,328.3874334106955
2017-03-21,353.93340641872464
2017-03-23,307.91524839432066
2017-03-24,314.639011542306
2017-03-25,290.20449663721297
2017-03-26,291.44642130018326
2017-03-27,286.14993288965024
2017-03-28,307.2964168584766
2017-03-29,276.5173584513027
2017-03-30,255.24792231758008
2017-03-31,260.3474286286619
2017-04-01,235.18713897854573
2017-04-02,236.55718752235603
2017-04-03,232.18184804795317
2017-04-04,254.96750517643576
2017-04-06,207.99565686216266
2017-04-07,216.3349567668975
2017-04-08,194.74275816864196
2017-04-09,199.90326013102123
2017-04-10,199.436962806981
2017-04-11,226.15121064251153
2017-04-12,201.49884259170574
2017-04-13,186.7364869100888
2017-04-14,198.54955715340802
2017-04-15,180.14424893265362
2017-04-16,188.1582703010631
2017-04-17,190.17940760207176
2017-04-20,182.62466723159736
2017-04-21,195.40629653391858
2017-04-22,177.63830688596167
2017-04-23,185.9983756490895
2017-04-24,188.12167356312702
2017-04-25,216.8496245771701
2017-04-26,193.68627579198875
2017-04-27,179.95388875591905
2017-04-28,192.41494250338894
2017-04-29,174.36086260048648
2017-04-30,182.51939565876648
2017-05-01,184.56979270938916
2017-05-02,213.39020649360967
2017-05-03,190.51297300024103
2017-05-04,177.27942324872754
2017-05-05,190.46139060248032
2017-05-06,173.34981892461315
2017-05-07,182.6623043234251
2017-05-08,186.05876354418263
2017-05-09,216.3896043146292
2017-05-11,183.64614636110613
2017-05-12,198.59781699026675
2017-05-13,183.24891837439768
2017-05-14,194.2664835866039
2017-05-15,199.260051315946
2017-05-16,231.03148469710655
2017-05-18,200.52397540474675
2017-05-19,216.1965931199805
2017-05-20,201.26567850422865
2017-05-21,212.37944415629207
2017-05-22,217.1372825551997
2017-05-23,248.33990653431505
2017-05-25,215.7358981017476
2017-05-26,229.92251924266722
2017-05-27,213.25466619866077
2017-05-28,222.41969461987725
2017-05-29,225.06156576086184
2017-05-30,254.0296731510502
2017-06-01,216.80764938974843
2017-06-02,228.71558100163847
2017-06-03,209.85710909986568
2017-06-04,216.96681369838524
2017-06-05,217.73135875569676
2017-06-06,245.03716720356226
2017-06-08,205.24978727166112
2017-06-09,216.29272508192548
2017-06-10,196.8596229067506
2017-06-11,203.6837185822015
2017-06-12,204.4423358710576
2017-06-13,232.00502237156877
2017-06-15,193.41895049250525
2017-06-16,205.34203084445568
2017-06-17,186.92553556142167
2017-06-18,194.8619418317503
2017-06-19,196.78671849613085
2017-06-20,225.52782009498225
2017-06-21,202.5632382191579
2017-06-22,189.17818099866082
2017-06-24,184.53397671818004
2017-06-25,193.18337774380643
2017-06-26,195.656819634416
2017-06-27,224.77334038558433
2017-06-29,188.65459982443892
2017-06-30,201.4381609021246
2017-07-01,183.61653308934046
2017-07-02,191.88387744081547
2017-07-03,193.888588763439
2017-07-05,199.17595798651107
2017-07-06,185.29681143528282
2017-07-07,197.60971036193664
2017-07-08,179.40682586060814
2017-07-09,187.4153673607347
2017-07-10,189.31322906756583
2017-07-11,217.97683687131322
2017-07-12,194.93684881079656
2017-07-13,181.5333398925682
2017-07-14,194.53762383097254
2017-07-15,177.24110709457437
2017-07-16,186.36300110432097
2017-07-17,189.56608188208747
2017-07-18,219.70487185033724
2017-07-20,186.585128301425
2017-07-21,201.3753431913727
2017-07-22,185.89298127946125
2017-07-23,196.81317081957852
2017-07-24,201.75351524304952
2017-07-25,233.52357123741348
2017-07-26,213.58239522084946
2017-07-27,203.19573411138037
2017-07-28,219.05995330706273
2017-07-29,204.3930346903339
2017-07-30,215.84440688272997
2017-07-31,221.01273430534303
2017-08-01,252.69597974640087
2017-08-03,221.24253689840896
2017-08-04,236.08380109606745
2017-08-05,220.11046932691997
2017-08-06,229.99838060011032
2017-08-07,233.378964184461
2017-08-10,227.3036295602313
2017-08-11,239.88156593735314
2017-08-12,221.64491686565128
2017-08-13,229.31812813043285
2017-08-14,230.57953653201818
2017-08-15,258.30936336630646
2017-08-16,234.04551197200084
2017-08-17,219.13879534742645
2017-08-18,230.37474273536884
2017-08-19,211.06237815802615
2017-08-20,217.94179569108852
2017-08-21,218.69972112302366
2017-08-22,246.21743646777225
2017-08-23,222.0267136892357
2017-08-24,207.46537665408417
2017-08-25,219.2996274532896
2017-08-26,200.81351199338098
2017-08-27,208.71732683918438
2017-08-28,210.66413016493271
2017-08-29,239.49870336646325
2017-08-31,203.61071088771354
2017-09-01,216.9149187327952
2017-09-02,199.8744001225383
2017-09-03,209.16513057377284
2017-09-04,212.40925682707157
2017-09-05,242.42481541320214
2017-09-07,208.46713241184125
2017-09-08,222.49267665502316
2017-09-09,206.00155595997757
2017-09-10,215.669622889807
2017-09-11,219.12417722065996
2017-09-12,249.19328097832118
2017-09-13,227.36285040354034
2017-09-14,214.93311590013002
2017-09-15,228.64156670378227
2017-09-16,211.75274477631694
2017-09-17,220.96668869508088
2017-09-18,223.9351982353643
2017-09-19,253.51028269286616
2017-09-20,231.2004316821998
2017-09-21,218.32632568938183
2017-09-22,231.64312657309733
2017-09-23,214.42973247772193
2017-09-24,223.39681377642327
2017-09-25,226.2028120118069
2017-09-26,255.70227124560762
2017-09-28,220.61767031028137
2017-09-29,234.09500645350778
2017-09-30,217.10089959663617
2017-10-01,226.3312827213254
2017-10-02,229.42790602016925
2017-10-03,259.2273656676416
2017-10-04,237.21814239162353
2017-10-05,224.69723681901738
2017-10-06,238.39350640910052
2017-10-07,221.5580492206465
2017-10-08,230.87340942234323
2017-10-09,233.97074374907237
2017-10-10,263.67927595211705
2017-10-12,228.68067957674836
2017-10-13,242.00282862916387
2017-10-14,224.70837364178485
2017-10-15,233.49041963583528
2017-10-16,235.9936816108179
2017-10-17,265.0634502136909
2017-10-19,228.72646676330186
2017-10-20,241.38802752012253
2017-10-21,223.4649005829288
2017-10-22,231.66882332370653
2017-10-23,233.66147109914806
2017-10-24,262.30275429827833
2017-10-26,225.39851248259885
2017-10-27,237.93402939782402
2017-10-28,219.9918330189721
2017-10-29,228.2799583494787
2017-10-30,230.45230350660918
2017-10-31,259.35713478932087
2017-11-01,236.493605609508
2017-11-02,223.16789896874974
2017-11-03,236.11612036151047
2017-11-04,218.59430692036324
2017-11-05,227.2873459769582
2017-11-06,229.8259574528447
2017-11-07,259.0360786553729
2017-11-08,236.39625831158887
2017-11-09,223.19463879843553
2017-11-10,236.15262323733498
2017-11-11,218.51556458778325
2017-11-12,226.96224374072625
2017-11-13,229.122268292233
2017-11-14,257.8257120908569
2017-11-15,234.56058887197344
2017-11-16,220.6297309245454
2017-11-17,232.77416734717212
2017-11-18,214.26334300760394
2017-11-19,221.80395530052544
2017-11-20,223.05655639218563
2017-11-21,250.884262597526
2017-11-22,226.80919072677972
2017-11-23,212.1682231118046
2017-11-24,223.73522998148974
2017-11-25,204.81012675849007
2017-11-26,212.12658105855976
2017-11-27,213.36755483341662
2017-11-28,241.41305992030507
2017-11-29,217.795781129021
2017-11-30,203.85619940814075
2017-12-01,216.36437006678472
2017-12-02,198.60875446998824
2017-12-03,207.30393457537443
2017-12-04,210.10640346810257
2017-12-05,239.86281058100556
2017-12-06,218.0663086624358
2017-12-07,206.01262049265668
2017-12-08,220.42295857090247
2017-12-09,204.53416769144138
2017-12-10,215.0078852416372
2017-12-11,219.44787269051653
2017-12-13,230.05945575712823
2017-12-14,218.92983582430344
2017-12-15,233.9460572511857
2017-12-16,218.3165586728565
2017-12-17,228.68345494732503
2017-12-18,232.64078716131368
2017-12-19,262.9850215981361
2017-12-20,241.17337020913007
2017-12-21,228.48148216511666
2017-12-22,241.62757958172844
2017-12-23,223.8633575166147
2017-12-24,231.88340530571782
2017-12-25,233.34227843757603
2017-12-26,261.10354618291234
2017-12-27,236.69642095274514
2017-12-28,221.47156024799625
2017-12-29,232.22316243828985
2017-12-30,212.27773024838737
2017-12-31,218.4013170320557
2018-01-01,218.3144457108479
2018-01-02,244.93908727889607
2018-01-03,219.85336579774696
2018-01-04,204.44563921662163
2018-01-05,215.53513153670448
2018-01-06,196.45953865865047
2018-01-07,203.98146413509104
2018-01-08,205.80290721056906
2018-01-09,234.812212814262
2018-01-10,212.53916260077304
2018-01-11,200.309857384335
2018-01-12,214.86855606351904
2018-01-13,199.4668715674165
2018-01-14,210.77214721214102
2018-01-15,216.38419267064035
2018-01-16,249.08473666325426
2018-01-17,230.2952147861489
2018-01-18,221.2344755134945
2018-01-19,238.54349724132535
2018-01-20,225.37744161740605
2018-01-21,238.316790189921
2018-01-22,244.886668193956
2018-01-23,277.8086402275222
2018-01-24,258.4605289010093
2018-01-25,248.03577908699185
2018-01-26,263.1694088859483
2018-01-27,247.03083098748266
2018-01-28,256.23526135350676
2018-01-29,258.36280138390003
2018-01-30,286.20947376242634
2018-01-31,261.2457719420233
2018-02-01,244.77426816452342
2018-02-02,253.55335639488632
2018-02-03,230.88746136452116
2018-02-04,233.5354893412992
2018-02-05,229.22667525062698
2018-02-06,250.90818292859564
2018-02-07,220.20010126266956
2018-02-08,198.54946804387492
2018-02-09,202.85048675666548
2018-02-10,176.53135598748267
2018-02-11,176.45957288863616
2018-02-12,170.45494624083926
2018-02-13,191.53474976973675
2018-02-14,161.36672334151848
2018-02-15,141.4216079757222
2018-02-16,148.592421791623
2018-02-17,126.28092506316719
2018-02-18,131.30315009866626
2018-02-19,131.4032310989396
2018-02-20,159.49994951233492
2018-02-21,137.1416729372259
2018-02-22,125.661330187666
2018-02-23,141.7985736079778
2018-02-24,128.78950945970143
2018-02-25,143.27579510235407
2018-02-26,152.82225341137467
2018-02-27,190.16732967493746
2018-02-28,176.68197545088066
2018-03-01,173.52850752071623
2018-03-02,197.2865000294647
2018-03-03,191.0460014884392
2018-03-04,211.31979231557992
2018-03-05,225.56375852295332
2018-03-06,266.42964204328376
2018-03-07,255.22569914306973
2018-03-08,253.07677504254633
2018-03-09,276.55082681479905
2018-03-10,268.75217481485413
2018-03-11,286.23320171877
2018-03-12,296.5135928399692
2018-03-13,332.3314103941964
2018-03-14,315.10157854926877
2018-03-15,306.07334473320475
2018-03-16,321.9538170403117
2018-03-17,305.9979343574225
2018-03-18,314.9166712362835
2018-03-19,316.39265852462404
2018-03-20,343.3276018875715
2018-03-21,317.2971643138552
2018-03-22,299.7049648465153
2018-03-23,307.4028754403832
2018-03-24,283.7780478720677
2018-03-25,285.65853939632103
2018-03-26,280.8267745883719
2018-03-27,302.26527034485207
2018-03-28,271.61032239094277
2018-03-29,250.30532452705222
2018-03-30,255.220907948324
